title,company,location,salary_min,salary_max,description,externalurl,posteddate,expirationdate,category,jobtype,status
Klientų aptarnavimo vadybininkė (-as),UAB „Kauno interneto sistemos“,Kaunas,1400,2500,"Darbo pobūdis
Visapusiškas klientų aptarnavimas, konsultavimas ir paslaugų pristatymas salone ir telefonu;
Paslaugų pardavimas, įmonės atstovavimas, konkurencinės aplinkos išmanymas;
Sudėtingų situacijų ir problemų su klientais valdymas ir geriausias sprendimo pateikimas;
Įžvalgų ir pastebėjimų teikimas, analizuojant sutarčių nutraukimus;
Derybos su klientais.
Mes tikimės, kad tu:
Turi klientų aptarnavimo ir pardavimų patirties;
Moki dirbti su klientų išlaikymu;
Esi pozityvus ir kūrybiškas sprendžiant įvairias situacijas su klientais;
Puikiai kalbi ir rašai lietuvių kalba;
Rusų ir/arba anglų kalbų mokėjimas (privalumas)
Įmonė siūlo
Patogus darbo grafikas darbo dienomis nuo 8 val. iki 17 val.;
Visas tobulėjimo galimybes: kompetencijų ugdymo mokymus ir asmenines konsultacijas;
Sezonines įmonės šventes;
Draugišką, bei profesionalią komandą;
Motyvuojantį darbo užmokestį (priedus);
Visas socialines garantijas.
Atlyginimas
1400-2500
                                €/mėn.
                                neatskaičius mokesčių",https://www.cvbankas.lt/klientu-aptarnavimo-vadybininke-as-kaune/1-13776869,2026-04-13,2026-05-13,Paslaugos,,ACTIVE
Konsultantas (-ė) padalinyje Vilniuje,Swedbank,Vilnius,1700,2500,"Šiuo metu ieškome naujo komandos nario klientų aptarnavimo centre Vilniuje! Ar tau patinka būti matomam, padėti kitiems ir siekti tobulėjimo? Tuomet šis pasiūlymas kaip tik Tau!
Su mumis turėsi galimybę:
Atstovauti Swedbank organizaciją
kasdien bendraujant su mūsų klientais, konsultuojant juos;
Konsultuoti klientus
draudimo, taupymo ir finansavimo paslaugų klausimais, padėsi rasti tinkamiausius finansinius sprendimus;
Tobulėti
bankinių produktų aktyvių pardavimų srityje bei įgausi vertingos aukšto lygio klientų aptarnavimo patirties;
Prisijungti
prie profesionalios komandos ir dirbsi darbuotojus išklausančioje ir vertinančioje tarptautinėje kompanijoje.
Tikimės, kad tu turi:
Aukštąjį/aukštesnįjį išsilavinimą
(privalumas - finansų srityje);
Patirties
klientų aptarnavimo
srityje;
Patirties
pardavimų
srityje (privalumas);
Geras
lietuvių
(privaloma) ir
anglų kalbos
žinias (privalumas);
Vairuotojo pažymėjimą (privalumas).
Prisijunk prie mūsų ir patirk:
Asmeninį ir profesinį augimą. Skatiname tavo asmeninę lyderystę ir nuolatinį tobulėjimą, kad galėtum augti kartu su mumis.
Prasmingą darbą, kuris teigiamai veikia mūsų darbo vietą, klientus ir visuomenę.
Atvirą ir bendradarbiaujančią kultūrą. Mūsų komandos dirba kartu, skatina naujas pažintis ir bendradarbiavimą tarp įvairių sričių.
Palaikančią ir įtraukią aplinką. Rūpinamės tavo darbo ir asmeninio gyvenimo balansu, suteikiant lanksčias darbo sąlygas, kai tai yra suderinama su pareigomis.
Įvairias papildomas naudas: nuo akcijų pagrindu veikiančios atlygio programos iki pensijos programos darbuotojams, specialių pasiūlymų banko produktams, sveikatos draudimo ir kitų naudų
www.swedbank.com/work-with-us/compensation-and-benefits/lt.html
.
Prisijunk prie mūsų komandos ir ...
tapki dalimi tarptautinės profesionalios komandos, įgyvendinančios iššūkių reikalaujančius projektus, didinančios klientų vertę ir Swedbank konkurencinį pranašumą.“
Swedbank komanda.
Laukiame tavo gyvenimo aprašymo iki 2026-04-24
Darbo užmokesčio dydžio intervalas šiai pozicijai Lietuvoje yra 1700 - 2500 EUR neatskaičius mokesčių.Daugiau skaityk čia!
jobs.swedbank.com/pages/employment-in-the-baltics
*Šioje pozicijoje nesuteikiame galimybės dirbti nuotoliniu būdu iš užsienio valstybių
.
„Swedbank"" nediskriminuoja dėl lyties, amžiaus, seksualinės orientacijos ar seksualinės tapatybės, etninės tapatybės, religijos ar negalios - laukiami ir vertinami visi.
* * *
#LI-AT2 #LI-ONSITE
Atlyginimas
1700-2500
                                €/mėn.
                                neatskaičius mokesčių",https://www.cvbankas.lt/konsultantas-e-padalinyje-vilniuje-vilniuje/1-13770983,2026-04-10,2026-04-25,Paslaugos,,ACTIVE
"IEŠKOME KORTŲ ŽAIDIMŲ VEDĖJŲ KAUNE (0,5-1 ETATU)",UAB „Evolution Lithuania“,Kaunas,856,1600,"Susipažink su Evolution Lithuania iš arčiau! Daugiau informacijos ieškok mūsų puslapyje - www.darbasevolution.lt
Ar norėtum pradėti karjerą tarptautinėje įmonėje ir tau jau aštuoniolika?
Nesvarbu ar turi patirties, ar tik žengsi pirmuosius žingsnius savo karjeroje. O galbūt nori suderinti mokslus bei darbą – Evolution gali būti puiki vieta tau!
Įsidarbinęs žaidimų vedėjo asistentu, pradėsi savo kelią nuo mokymų akademijoje, kur įgysi būtinų žinių ir įgūdžių. Darbo dienos prabėgs mūsų modernioje studijoje ant Nemuno kranto, kur dirbsi stovimą darbą, leidžiantį išlaikyti aktyvumą ir gerą savijautą visos dienos metu.
Tau patikėsime:
● Būti mūsų apdovanotų produktų veidu
● Komunikaciją su mūsų produktų naudotojais visame pasaulyje
● Informacijos apie žaidimų taisykles perdavimą naudotojams
Mes siūlome:
● Garantuotas 1 EUR bonusas prie kiekvienos darbo valandos, skirtas transportui ir maistui (jau įskaičiuotas į valandinį atlygį)
● Valandinį atlyginimą: 8.06 EUR – 17.5 EUR neatskaičius mokesčių
● Lankstų grafiką su galimybe pasirinkti savo darbo laiką ir pamainą
Jas turime tris - rytinę (7:00-15:00), popietinę (15:00-22:00) arba naktinę (22:00-07:00)
● Apmokamas pertraukas, kurių per dieną turėsi nuo 1,5 iki 2 valandų
● Papildomą privatų sveikatos draudimą, kuris dengia odontologų, okulistų, psichoterapijos bei kitas paslaugas
● Apmokamus pradinius mokymus
● Karjeros augimo galimybes
● Tarptautinę ir draugišką komandą bei darbo aplinką
● Įvairius renginius mūsų darbuotojams
● Modernų ofisą su poilsio ir pramogų erdvėmis
● Išskirtines perks.lt nuolaidas mūsų darbuotojams visoje Lietuvoje
● Nemokamą kavą, arbatą ir užkandžius
Įgūdžiai
Puikiai tiksi šiai pozicijai, jei tu:
●Esi pozityvus ir darbštus
●Moki anglų kalbos pagrindus (B1 lygis)
●Esi atsakingas
●Puikiai jautiesi dirbdamas komandoje
●Esi bent 18 metų
Daugiau informacijos mūsų puslapyje - darbasevolution.lt
Abejoji ar turi daugiau klausimų? Susisiek su mumis telefono numeriais: +37060467300; +37064809982 arba el. paštu.
Atlyginimas
856-1600
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/ieskome-kortu-zaidimu-vedeju-kaune-0-5-1-etatu-kaune/1-9679071,2026-04-08,2026-05-08,Paslaugos,,ACTIVE
"IEŠKOME KORTŲ MAIŠYTOJŲ KAUNE (0,5-1 ETATU)",UAB „Evolution Lithuania“,Kaunas,8,6,"Susipažink su Evolution Lithuania iš arčiau! Daugiau informacijos ieškok mūsų puslapyje - www.darbasevolution.lt
Ar norėtum pradėti karjerą tarptautinėje įmonėje ir tau jau aštuoniolika?
Nesvarbu ar turi patirties, ar tik žengsi pirmuosius žingsnius savo karjeroje. O galbūt nori suderinti mokslus bei darbą – Evolution gali būti puiki vieta tau!
Įsidarbinęs žaidimų vedėjo asistentu, pradėsi savo kelią nuo mokymų akademijoje, kur įgysi būtinų žinių ir įgūdžių. Darbo dienos prabėgs mūsų modernioje studijoje ant Nemuno kranto, kur dirbsi stovimą darbą, leidžiantį išlaikyti aktyvumą ir gerą savijautą visos dienos metu.
Tau patikėsime:
● Kortų kokybės tikrinimą;
● Kortų keitimą ir maišymą pagal nustatytą procesą;
● Komandos vadovų informavimą apie iškilusias problemas.
Mes siūlome:
● Garantuotas 1 EUR bonusas prie kiekvienos darbo valandos, skirtas transportui ir maistui (jau įskaičiuotas į valandinį atlygį)
● Valandinį atlyginimą: 8.06 EUR – 12.59 EUR neatskaičius mokesčių
● Lankstų grafiką su galimybe pasirinkti savo darbo laiką ir pamainą
Jas turime tris - rytinę (7:00-15:00), popietinę (15:00-22:00) arba naktinę (22:00-07:00)
● Apmokamas pertraukas, kurių per dieną turėsi iki 1,5 valandų
● Papildomą privatų sveikatos draudimą, kuris dengia odontologų, okulistų, psichoterapijos bei kitas paslaugas
● Apmokamus pradinius mokymus
● Karjeros augimo galimybes
● Tarptautinę ir draugišką komandą bei darbo aplinką
● Įvairius renginius mūsų darbuotojams
● Modernų ofisą su poilsio ir pramogų erdvėmis
● Išskirtines perks.lt nuolaidas mūsų darbuotojams visoje Lietuvoje
● Nemokamą kavą, arbatą ir užkandžius
Daugiau informacijos mūsų puslapyje - darbasevolution.lt
Abejoji ar turi daugiau klausimų? Susisiek su mumis telefono numeriu: +37060467300; +37064809982 arba el. paštu.
Atlyginimas
8,06-12,59
                                €/val.
                                neatskaičius mokesčių",https://www.cvbankas.lt/ieskome-kortu-maisytoju-kaune-0-5-1-etatu-kaune/1-8356427,2026-04-08,2026-05-08,Paslaugos,,ACTIVE
Tunelinės plovyklos operatorius (-ė) Kretingos g. Klaipėda pilnu etatu,UAB „PRO BRO Group“,Klaipėda,1380,1794,"Kaip atrodytų tavo diena:
✨ Prisijungsi prie įmonės mėlyno dress code;
✨ Peržiūrėsi orų prognozę ir pagal ją numatysi klientų srautą;
✨ Įsitikinsi, kad plovykla veikia ir nespausi didelio raudono mygtuko;
✨ Pasitiksi ir išlydėsi klientą, kaip geriausią draugą;
✨ Sutvarkysi plovyklą lyg mama lieptų tvarkytis kambarį.
Darbo grafikas:
✨ Slenkantis grafikas, 3 darbo dienos/3 laisvos dienos, 11 val pamaina;
Vieta:
✨ Kretingos g. 28, Klaipėda
Tam, kad Tau sektųsi, prireiks:
✨ Perimti patyrusių operatorių išmintį planuojant darbus ir greitai reaguojant;
✨ Įkyraus smalsumo sužinoti, kaip veikia įranga;
✨ Tolerancijos kiekvienam purvinam automobiliui ir pasididžiavimo išlydint blizgantį;
✨ Gerų laviravimo įgūdžių konfliktinėse situacijose;
✨ Azarto pasiekti geriausių valandos, dienos ar mėnesio rezultatų.
Motyvacijos visada bus, nes:
✨ Tavo automobilis visada blizgės nemokamai;
✨ Darbe visada laukskava, arbata, o kelis kartus į mėnesį palepinsime tave sveikais užkandžiais;
✨ Pasirūpinsime, kad tavo ypatingos dienos būtų dar ypatingesnės;
✨ Stiprinsime draugišką atmosferą su įdomiais komandos renginiais;
✨ Teiksime finansinę pagalbą, kai jos labiausiai reikės;
✨ Rūpinsimės tavo sveikata, suteikdami papildomą sveikatos draudimą po 6 mėnesių;
✨ Prisijunk prie mūsų ir stebėk, kaip tavo karjera auga! Net 43% mūsų plovyklų vadovų užaugo įmonės viduje. 🚀
Atlyginimas
1380-1794
                                €/mėn.
                                neatskaičius mokesčių",https://www.cvbankas.lt/tunelines-plovyklos-operatorius-e-kretingos-g-klaipeda-pilnu-etatu-klaipedoje/1-13763827,2026-04-07,2026-05-07,Paslaugos,,ACTIVE
Pardavimų vadybininkas,UAB „LT AQUA“,Vilnius,1200,2500,"Darbo pobūdis
Konsultuosi klientus ir padėsi jiems išsirinkti tinkamiausias vandens filtravimo sistemas (buitines ir pramonines)
Analizuosi klientų poreikius ir pasiūlysi efektyviausius sprendimus
Vystysi santykius su esamais klientais ir kursi naujus kontaktus
Atliksi vandens tyrimus, pagal tyrimų rezultatus parinksi filtravimo sistemas
Ruoši komercinius pasiūlymus ir vesi klientą iki sėkmingo sandorio
Prisidėsi prie pardavimų augimo ir savo asmeninių rezultatų gerinimo
Dirbsi su moderniais produktais, kurie realiai gerina žmonių gyvenimo kokybę
Reikalavimai darbuotojui
Esi komunikabilus(-i) ir gebi lengvai užmegzti kontaktą su klientu
Turi pardavimų patirties (B2B ar B2C – didelis privalumas, bet nebūtina)
Moki išklausyti klientą ir pasiūlyti geriausią sprendimą
Esi orientuotas(-a) į rezultatą ir nori uždirbti daugiau nei vidutiniškai
Gebi savarankiškai planuoti savo laiką ir veiklą
Turi gerus darbo kompiuteriu įgūdžius (Microsoft Office)
Esi dirbęs(-usi) su CRM sistemomis
Patirtis dirbant su programa „Rivilė“ – didelis privalumas
Turi B kategorijos vairuotojo pažymėjimą
Įmonė siūlo
Motyvuojantį atlyginimą: bazė + aiškūs, pasiekiami priedai už rezultatus
Realias galimybes uždirbti daugiau augant tavo pardavimams
Apmokymus apie produktus ir pardavimus (nereikia būti techniku)
Draugišką, palaikančią komandą
Laisvę veikti ir įtakoti savo pajamas
Prasmingą produktą – padėsi žmonėms spręsti realias vandens problemas
Atlyginimas
1200-2500
                                €/mėn.
                                į rankas",https://www.cvbankas.lt/pardavimu-vadybininkas-vilniuje/1-12908543,2026-04-07,2026-05-07,Paslaugos,,ACTIVE
Tapk interaktyvių žaidimų vedėju (-a)! Nereikalinga JOKIA patirtis!,UAB „SP STUDIO“,Klaipėda,7,6,"Darbo pobūdis
Interaktyvių žaidimų vedėjas (-a) - tiesioginiame eteryje
Gebi dirbti komandoje, maloniai bendrauti, esi atidus (-i) detalėms, komunikabilus (-i), atsakingas (-a), pozityvus (-i), punktualus (-i) - Prisijunk prie komandos!
Prisijunk prie mūsų jaunatviškos, daugiau nei 140 darbuotojų komandos!
________________________________________________________________________
Kuo Interactive Studios fantastiška?
Neturi darbo patirties? LABAI GERAI, jos tau neprireiks! IŠMOKYSIME vesti žaidimus ir SUMOKĖSIME už tavo laiką, skirtą mokymams.
Abejoji, ar pavyks suderinti darbą su mokslais bei mėgstamu hobiu? UŽTIKRINAME – pavyks! ŠEŠI skirtingi darbo laiko variantai - šimtaprocentinė tikimybė skirti laiko sau, mokslams, pramogoms bei pinigams užsidirbti.
Stabilus darbo užmokestis ir MOTYVUOJANTYS PRIEDAI!
Poilsio pertraukėlių metu naudokitės masažiniu krėslu bei mėgaukitės kava ir užkandžiais NEMOKAMAI.
PRISIJUNK prie Interactive StudioS Komandos, AUK kartu su mumis ir KILK karjeros laiptais!
“Interactive Studios“ kompanija yra rinkos lyderė, teikianti techninio aptarnavimo paslaugas internetinių žaidimų platformas turintiems partneriams bei investuojanti laiką į darbuotojų mokymus.
www.facebook.com/StudiosInteractive
www.instagram.com/p/CjSbsjIMmum/?igshid=YmMyMTA2M2Y=
Privalumai:
✔️ Lankstus darbo grafikas.
✔️ Valandinis atlygis nuo 7.06 €
✔️ Apmokami mokymai
✔️ Motyvuojanti priedų sistema.
✔️ Galimi ir ne pilni etatai
✔️ Oficiali darbo sutartis
✔️ Taksi paslaugos po vidurnakčio Klaipėdos mieste.
✔️ Karjeros galimybės mūsų tarptautinėje kompanijoje.
Tapti internetinių žaidimų vedėju (-a) paprasta – SIŲSK CV
Arba paskambink mums telefonu +370 646 50929
VISUOMET ESI ČIA LAUKIAMAS !!
Reikalavimai darbuotojui
Mums patiksi, jeigu:
Esi punktuali (-us) ir atsakinga (-as);
Laikaisi susitarimų kaip ir mes;
Šypsena tavo geriausias draugas;
Pozityvus mood‘as tavo kasdienybė;
Nori augti ir tobulėti kartu su mumis.
Įmonė siūlo
Darbo ir laisvalaikio balansas
Lankstus darbo grafikas
Biuras
Nemokami užkandžiai
Dušas
Transportas
Taksi paslaugos nakties metu saugiam atvykimui į/iš darbo Klaipėdos mieste.
Atlyginimas
7,06-21,18
                                €/val.
                                neatskaičius mokesčių
7.06 -21.18 €/val. neatskaičius mokesčių",https://www.cvbankas.lt/tapk-interaktyviu-zaidimu-vedeju-a-nereikalinga-jokia-patirtis-klaipedoje/1-8103457,2026-04-07,2026-05-07,Paslaugos,,ACTIVE
Panama Food Garden - ieško BARMENO (-ĖS) pilnam etatui,UAB „Raudonas šuo“,Vilnius,6,7,"Darbo pobūdis
Maisto kurortas, ""Panama Food Garden"",
esantis Žveryne kviečia prisijungti prie komandos - BARMENĄ.
Grafikas - trumpa/ilga savaitė (slenkantis), dienomis nuo 10:00 iki 23:00 val.
Pagrindinės užduotys:
🌴 Rūpintis skaniais kokteiliais ir kitais gėrimais bei jų patiekimu pagal technologines korteles;
🌴 Rūpintis užsakymais, inventorizacijomis ir bendra baro tvarka;
🌴 Maloniai bendrauti ir rūpintis svečiais;
🌴 Bendradarbiauti su komanda siekant bendrų tikslų;
Tikimes, kad turėsi barmeno (-ės) ar baristos patirties.
Ieškome komandos nario, kuris į Panamą eitų su džiaugsmu ir rūpintųsi ja, kaip savo namais.
Laukiame Tavo CV!
Linkėjimai 🌴
Atlyginimas
6-7
                                €/val.
                                į rankas
Darbo grafikas - trumpa/ilga savaitė (slenkantis);
Atlyginimą deriname pokalbio metu, atsižvelgiant į patirtį ir galimybes;
Arbatpinigiais dalinamasi lygiai su komanda;",https://www.cvbankas.lt/panama-food-garden-iesko-barmeno-es-pilnam-etatui-vilniuje/1-4319987,2026-04-02,2026-05-02,Paslaugos,,ACTIVE
Tunelinės plovyklos operatorius (-ė) Baltų pr. (pilnu etatu),UAB „PRO BRO Group“,Kaunas,1520,1976,"Labas! Baltų 22 Pro Bro kviečia prisijungti prie mūsų šaunios komandos! 🙌
Ieškome entuziastingo ir atsakingo žmogaus, kuris nori dirbti kartu, augti ir pasiekti bendrus tikslus.
Prisijunk ir tapk mūsų dalimi! 🚀
Kaip atrodytų tavo diena:
✨ Prisijungsi prie įmonės mėlyno dress code;
✨ Peržiūrėsi orų prognozę ir pagal ją numatysi klientų srautą;
✨ Įsitikinsi, kad plovykla veikia ir nespausi didelio raudono mygtuko;
✨ Pasitiksi ir išlydėsi klientą, kaip geriausią draugą;
✨ Sutvarkysi plovyklą lyg mama lieptų tvarkytis kambarį.
Darbo grafikas:
✨Pilnas etatas (slenkantis grafikas);
✨Puikiai tinka tiems, kurie mėgsta aiškų ritmą ir nori derinti darbą su laisvalaikiu!
Vieta:
✨ Baltų pr. 22, Kaunas.
Tam, kad Tau sektųsi, prireiks:
✨ Perimti patyrusių operatorių išmintį planuojant darbus ir greitai reaguojant;
✨ Įkyraus smalsumo sužinoti, kaip veikia įranga;
✨ Tolerancijos kiekvienam purvinam automobiliui ir pasididžiavimo išlydint blizgantį;
✨ Gerų laviravimo įgūdžių konfliktinėse situacijose;
✨ Azarto pasiekti geriausių valandos, dienos ar mėnesio rezultatų.
Motyvacijos visada bus, nes:
✨ Tavo automobilis visada blizgės nemokamai;
✨ Pasirūpinsime, kad tavo ypatingos dienos būtų dar ypatingesnės;
✨ Teiksime finansinę pagalbą, kai jos labiausiai reikės;
✨ Rūpinsimės tavo sveikata, suteikdami papildomą sveikatos draudimą po 6 mėnesių;
✨ Prisijunk prie mūsų ir stebėk, kaip tavo karjera auga! Net 43% mūsų plovyklų vadovų užaugo įmonės viduje. 🚀
Atlyginimas
1520-1976
                                €/mėn.
                                neatskaičius mokesčių",https://www.cvbankas.lt/tunelines-plovyklos-operatorius-e-baltu-pr-pilnu-etatu-kaune/1-13757227,2026-03-30,2026-04-21,Paslaugos,,ACTIVE
"Aptarnaujantis personalas ""Hesburger""",HESBURGER,Vilnius,7,53,"Darbo pobūdis
Ieškai darbo? Mes ieškom naujo komandos nario – prisijunk ir išbandyk savo jėgas greitojo maisto industrijoje. Įgyk naujos patirties ir tapk dalimi atsakingos ir stiprios Suomijos kapitalo įmonės.
Darbas įvairus:
bendravimas su klientais ir jų aptarnavimas;
darbas kasos aparatu;
lengvai paruošiamų sumuštinių gamyba bei patiekimas;
restorano patalpų švaros palaikymas.
Neturi patirties? Junkis prie mūsų draugiškos komandos, mes tave apmokinsime!
Kandidatuodami nurodykite, kuriame restorane pageidaujate dirbti:
Reikalavimai darbuotojui
Sąžiningumas;
Mandagumas;
Darbštumas;
Aktyvumas;
Pozityvumas;
Atsakingumas;
Noras mokytis ir tobulėti.
Įmonė siūlo
Galimybę tobulėti ir siekti karjeros tarptautinėje įmonėje;
Lankstų darbo grafiką, bei galimybę derinti darbą su studijomis ar kitu darbu;
Motyvuojantį ir laiku mokamą atlyginimą;
Galimybę užsidirbti ir gauti priedus;
Privatų sveikatos draudimą;
Papildomą draudimą nuo traumų 24/7 jau nuo pirmos darbo dienos;
Nuolaidą mūsų maisto produktams;
Pavežėjimo paslaugą dirbant vakarinėse pamainose;
Gerą nuotaiką ir draugišką kolektyvą :)
Papildomą informaciją suteiksime tik atrinktiems kandidatams.
Konfidencialumas garantuojamas
Sveikatingumas
Sveikatos draudimas
Atlyginimas
7,53-8,03
                                €/val.
                                neatskaičius mokesčių
Atlyginimas kyla priklausomai nuo darbo stažo;
Motyvacinis priedas 0.70 euro už kiekvieną išdirbtą valandą kas du mėnesiai;
Privatus sveikatos draudimas;",https://www.cvbankas.lt/aptarnaujantis-personalas-hesburger-vilniuje/1-11014129,2026-03-27,2026-04-26,Paslaugos,,ACTIVE
"Aptarnaujantis personalas ""Hesburger""",HESBURGER,Pasvalys,7,53,"Darbo pobūdis
Ieškai darbo? Mes ieškom naujo komandos nario – prisijunk ir išbandyk savo jėgas greitojo maisto industrijoje. Įgyk naujos patirties ir tapk dalimi atsakingos ir stiprios Suomijos kapitalo įmonės.
Darbas įvairus:
bendravimas su klientais ir jų aptarnavimas;
darbas kasos aparatu;
lengvai paruošiamų sumuštinių gamyba bei patiekimas;
restorano patalpų švaros palaikymas.
Neturi patirties? Junkis prie mūsų draugiškos komandos, mes tave apmokinsime!
Ieškomas personalas Hesburger Pasvalio restorane, esančiu adresu: Vilniaus g.61A, Pasvalys
Reikalavimai darbuotojui
Sąžiningumas;
Mandagumas;
Darbštumas;
Aktyvumas;
Pozityvumas;
Atsakingumas;
Noras mokytis ir tobulėti.
Įmonė siūlo
Galimybę tobulėti ir siekti karjeros tarptautinėje įmonėje;
Lankstų darbo grafiką, bei galimybę derinti darbą su studijomis ar kitu darbu;
Motyvuojantį ir laiku mokamą atlyginimą;
Galimybę užsidirbti ir gauti priedus;
Privatų sveikatos draudimą;
Papildomą draudimą nuo traumų 24/7 jau nuo pirmos darbo dienos;
Nuolaidą mūsų maisto produktams;
Gerą nuotaiką ir draugišką kolektyvą :)
Papildomą informaciją suteiksime tik atrinktiems kandidatams.
Konfidencialumas garantuojamas
Sveikatingumas
Sveikatos draudimas
Atlyginimas
7,53-8,03
                                €/val.
                                neatskaičius mokesčių
Atlyginimas kyla priklausomai nuo darbo stažo;
Motyvacinis priedas 0.70 euro už kiekvieną išdirbtą valandą kas du mėnesiai;
Privatus sveikatos draudimas;",https://www.cvbankas.lt/aptarnaujantis-personalas-hesburger-pasvalyje/1-13740437,2026-03-18,2026-04-22,Paslaugos,,ACTIVE
"Aptarnaujantis personalas ""Hesburger""",HESBURGER,Kaunas,7,53,"Darbo pobūdis
Ieškai darbo? Mes ieškom naujo komandos nario – prisijunk ir išbandyk savo jėgas greitojo maisto industrijoje. Įgyk naujos patirties ir tapk dalimi atsakingos ir stiprios Suomijos kapitalo įmonės.
Darbas įvairus:
Bendravimas su klientais ir jų aptarnavimas;
Darbas kasos aparatu;
Lengvai paruošiamų sumuštinių gamyba bei patiekimas;
Restorano patalpų švaros palaikymas.
Neturi patirties? Junkis prie mūsų draugiškos komandos, mes tave apmokinsime!
Kandidatuodami, nurodykite, kuriame restorane pageidaujate dirbti.
Reikalavimai darbuotojui
Sąžiningumas;
Mandagumas;
Darbštumas;
Aktyvumas;
Pozityvumas;
Atsakingumas;
Noras mokytis ir tobulėti.
Įmonė siūlo
Galimybę tobulėti ir siekti karjeros tarptautinėje įmonėje;
Lankstų darbo grafiką, bei galimybę derinti darbą su studijomis ar kitu darbu;
Motyvuojantį ir laiku mokamą atlyginimą;
Galimybę užsidirbti ir gauti priedus;
Apmokamą laisvadienį gimtadienio progą;
Privatų sveikatos draudimą;
Papildomą draudimą nuo traumų 24/7 jau nuo pirmos darbo dienos;
Nuolaidą mūsų maisto produktams;
Pavežėjimo paslaugą dirbant vakarinėse pamainose;
Gerą nuotaiką ir draugišką kolektyvą :)
Papildomą informaciją suteiksime tik atrinktiems kandidatams.
Konfidencialumas garantuojamas.
Sveikatingumas
Sveikatos draudimas
Atlyginimas
7,53-8,03
                                €/val.
                                neatskaičius mokesčių
Atlyginimas kyla priklausomai nuo darbo stažo;
Motyvacinis priedas 0.70 euro už kiekvieną išdirbtą valandą kas du mėnesiai;
Privatus sveikatos draudimas;",https://www.cvbankas.lt/aptarnaujantis-personalas-hesburger-kaune/1-10967666,2026-03-09,2026-04-22,Paslaugos,,ACTIVE
Customer Care Manager,Girteka įmonių grupė,Vilnius,1930,2420,"Job description
What can you expect your day to look like?
Cooperation with existing customers by phone, e-mail, and chat.
Maintaining relations with existing customers and providing them with a high-quality and professional service.
Providing accurate and timely information to customers regarding shipment tracking, delivery times, and other logistics-related questions.
Operational cooperation with colleagues, solving various situations arising during cargo transportation.
Maintaining customer records and ensuring that all information is up-to-date and accurate.
Assisting with administrative tasks related to logistics operations, such as data entry and document management.
Working with the company's internal and customer systems.
What do we expect from you?
Experience in customer service.
Good knowledge of English (written and spoken).
Quick orientation and good time planning and management skills.
Attention to detail, diligence, responsibility.
Smooth communication, ability to work effectively in a team.
Ability to successfully manage large amounts of information at once.
Good computer literacy (working skills in the MS office package).
Higher education.
Why should you consider us as your next career step?
We always have a challenge for those looking for one. If complex, large-scale, and impactful projects excite you, we might be just the right fit for you. With us, you will enjoy:
Career opportunities: Many of our managers have started in entry-level positions at Girteka Group, and as many as 30% of our colleagues move up the career ladder every year.
Learning and development: We continuously invest in a wide variety of internal and external courses, seminars, mentoring, leadership programs, and offer language courses.
Health and well-being: We care about how our colleagues feel and we offer them comprehensive health insurance. We also foster a community of gym-goers and athletes. On-site meals are 50% compensated, and you’ll find free fruit and snacks in our kitchenettes and lounges.
Collaborative culture: We believe that the power of teamwork and social connection enables us to achieve exceptional results. Working in international teams, we strive toward the company’s goals together, sharing experiences and celebrating our joint successes.
Rewards and recognition: Rewards on work anniversary occasions and values-based behavior, days off during your birthday, and holiday gifts are included. Team-building events, various initiatives, and like-minded clubs. Access to exclusive discounts from our partners.
Base monthly salary: from €1930 to €2420 (before tax). The specific salary offered will depend on the candidate‘s experience, competencies displayed and suitability to the requirements of the position.
Salary
1930-2420
                                €/mon.
                                gross",https://www.cvbankas.lt/customer-care-manager-vilniuje/1-13791191,2026-04-17,2026-05-17,Paslaugos,,ACTIVE
